1 23.83 26.388
2 8.0976 47.418
3 58.947 68.211
4 36.776 40.205
5 16.984 44.092
6 87.9 70.991
7 59.654 49.801
8 77.001 52.277
9 37.576 74.638
10 25.648 55.965
11 11.779 27.902
12 76.504 52.12
13 62.002 36.121
14 59.962 11.223
15 13.44 73.766
16 92.241 88.024
17 99.273 45.725
18 6.9682 27.59
19 34.532 67.471
20 24.051 87.949
21 44.365 60.506
22 78.48 57.244
23 67.585 18.654
24 13.312 29.106
25 63.147 34.462
26 14.935 40.531
27 51.765 80.359
28 42.559 47.11
29 30.16 90.302
30 54.18 69.212
31 62.077 76.722
32 87.514 38.575
33 92.428 39.19
34 73.083 49.722
35 81.668 66.716
36 19.423 45.914
37 43.577 55.363
38 76.801 22.138
39 49.319 96.505
40 65.16 57.559
41 54.343 40.018
42 66.843 44.185
43 41.251 79.233
44 16.762 62.398
45 8.0388 21.292
46 32.595 15.076
47 52.918 69.649
48 23.487 75.419
49 92.026 48.108
50 70.327 36.581
51 8.3899 57.911
52 23.9 82.414
53 4.2824 14.575
54 90.561 97.25
55 3.155 53.254
56 12.7 87.964
57 89.288 71.702
58 69.294 28.473
59 65.374 92.539
60 26.847 91.827
