1 41.904 53.956
2 67.569 20.119
3 48.384 48.528
4 30.415 89.109
5 12.833 33.847
6 29.233 55.399
7 12.054 65.282
8 52.925 79.673
9 56.956 6.673
10 79.649 36.314
11 94.629 20.242
12 84.316 38.591
13 99.018 36.035
14 45.922 62.587
15 74.917 97.686
16 2.3347 13.07
17 26.542 42.297
18 58.018 22.28
19 0.43619 37.882
20 18.568 94.249
21 48.663 58.77
22 8.915 66.199
23 28.486 34.052
24 26.409 27.799
25 40.774 56.082
26 86.063 12.851
27 2.5591 69.618
28 27.184 72.133
29 13.2 69.769
30 77.442 82.121
31 70.488 29.981
32 96.557 22.546
33 42.716 21.001
34 2.8907 82.4
35 22.82 42.95
36 42.708 14.51
37 19.363 62.81
38 64.138 82.476
39 67.209 8.7477
40 33.327 45.12
41 84.418 25.705
42 26 43.797
43 5.1871 11.098
44 32.269 38.016
45 77.733 99.896
46 10.366 8.997
47 70.847 98.525
48 75.274 70.844
49 0.80879 48.413
50 38.152 11.932
