1 66.69 6.8323
2 94.828 84.126
3 54.732 2.8484
4 55.906 27.044
5 19.479 60.475
6 81.85 36.03
7 56.082 65.872
8 84.991 40.134
9 38.014 52.783
10 29.846 92.118
11 67.879 60.8
12 55.973 98.166
13 56.329 99.402
14 81.258 50.316
15 93.586 30.477
16 66.306 81.524
17 43.544 86.01
18 90.246 88.697
19 21.383 67.46
20 59.367 61.528
21 13.026 34.274
22 89.767 85.201
23 52.027 43.511
24 61.597 57.105
25 23.65 75.554
26 14.705 26.235
27 10.595 61.637
28 22.523 92.274
29 63.504 35.397
30 88.944 5.5196
31 19.155 72.985
32 11.846 71.412
33 83.866 18.906
34 89.81 62.378
35 6.0314 87.032
36 3.3934 75.634
37 81.409 45.386
38 70.163 23.326
39 83.276 72.904
40 55.647 79.794
41 79.828 38.262
42 72.856 51.992
43 2.8261 44.745
44 66.427 13.489
45 56.645 15.418
46 29.042 35.664
47 18.359 91.603
48 26.594 84.511
49 76.68 28.716
50 49.795 28.343
51 64.384 33.633
52 88.146 71.9
53 4.1706 13.281
54 43.823 89.956
55 72.245 49.547
56 13.921 12.562
57 65.474 86.543
58 69.173 11.736
59 36.285 19.926
60 13.352 63.735
61 84.172 19.627
62 27.785 75.824
63 25.075 75.56
64 74.42 41.047
65 48.366 23.22
66 31.679 83.623
67 9.0481 33.255
68 61.55 65.855
69 34.163 14.492
70 37.4 62.859
71 80.935 19.869
72 32.677 0.55756
73 90.926 26.745
74 69.925 52.374
75 2.5707 6.367
76 38.294 96.8
77 91.724 8.0297
78 67.445 53.341
79 39.096 30.515
80 3.3634 76.972
